track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,release_month,release_day
I Smell Pussy,G-Unit,1,Beg For Mercy (Explicit Version),2003-01-01,0.806,0.787,11,-3.005,0,0.216,0.0438,0.0,0.0644,0.74,89.208,238200,2003,1,1
Nuttööö,SSIO,1,BB.U.M.SS.N. (Spezial Edition),2013-09-13,0.801,0.951,7,-3.383,1,0.306,0.0503,0.0,0.163,0.582,95.06,214747,2013,9,13
En Su Nota,Don Omar,1,King Of Kings,2006-01-01,0.657,0.843,6,-5.927,0,0.272,0.00498,2.5e-05,0.156,0.883,192.043,219333,2006,1,1
Her,Her,1,Her Tape #1,2016-01-15,0.708,0.456,7,-8.775,0,0.0404,0.84,0.0658,0.159,0.0859,94.976,258264,2016,1,15
Hands On Your Body,Basixx,1,Like a Hurricane,2018-11-09,0.733,0.773,11,-5.578,0,0.0926,0.0689,5.88e-05,0.105,0.566,124.971,190500,2018,11,9
Everything Counts - 2006 Digital Remaster,Depeche Mode,1,The Best Of Depeche Mode - Volume One,2006-12-21,0.637,0.757,9,-8.261,0,0.0271,0.0828,4.98e-06,0.313,0.665,113.705,240884,2006,12,21
You Ain't Seen Nothing Yet - Single Version,Bachman-Turner Overdrive,1,Rock,2003-01-01,0.468,0.557,11,-10.684,0,0.0409,4.64e-05,0.00276,0.196,0.666,118.672,208760,2003,1,1
"Bleib mal locker, Lan",Milonair,1,AMG,2014-03-21,0.691,0.89,10,-2.665,0,0.333,0.228,0.0,0.0872,0.156,90.274,206187,2014,3,21
The Lion Roars,Stephen Marley,1,"Revelation Pt. II: ""The Fruit of Life""",2016-07-22,0.577,0.811,0,-4.868,0,0.0835,0.318,0.0,0.165,0.542,155.992,310760,2016,7,22
Abusadora,Wisin & Yandel,1,La Revolucion (Deluxe),2009-01-01,0.775,0.786,1,-4.59,0,0.0503,0.0419,0.000413,0.0875,0.19,114.996,180387,2009,1,1
Bailar,Leonel García,1,Bailar,2018-09-21,0.51,0.292,7,-8.768,1,0.186,0.89,0.0,0.114,0.4,168.104,256366,2018,9,21
Up All Night,blink-182,1,Neighborhoods (Deluxe),2011-01-01,0.476,0.896,9,-5.097,1,0.0543,0.000363,9.83e-05,0.0874,0.45,155.966,199707,2011,1,1
Where Would I Be,Deonna Martin,1,Beauty Mark,2007-12-18,0.641,0.819,1,-5.272,1,0.0787,0.101,0.0,0.101,0.659,95.001,217147,2007,12,18
Atlantis (feat. Kaiydo),Bridgit Mendler,1,Atlantis (feat. Kaiydo),2016-08-26,0.697,0.592,7,-8.476,0,0.174,0.104,3.54e-05,0.421,0.37,144.124,229966,2016,8,26
Beauty Mark,Deonna Martin,1,Beauty Mark,2007-12-18,0.372,0.425,9,-7.082,1,0.0314,0.833,0.0,0.0978,0.325,111.907,216000,2007,12,18
You & Me,Wahlstedt,1,You & Me,2016-05-20,0.651,0.798,0,-4.401,1,0.0278,0.00566,0.0106,0.121,0.291,128.043,176250,2016,5,20
In the Morning,Jaded,1,In the Morning,2017-09-20,0.76,0.885,7,-4.107,1,0.0678,0.0205,0.000942,0.0795,0.623,123.97,195493,2017,9,20
Miss You,James Hersey,1,Miss You,2016-08-19,0.871,0.595,5,-7.618,0,0.0552,0.0929,0.00422,0.107,0.623,120.011,206099,2016,8,19
HSHC,PA Sports,1,HSHC,2017-05-05,0.558,0.637,2,-5.703,1,0.18,0.013,0.0,0.0677,0.287,86.833,180787,2017,5,5
Running Back (feat. Lil Wayne),Wale,1,Running Back (feat. Lil Wayne),2017-01-20,0.792,0.675,2,-4.526,1,0.093,0.0722,0.0,0.143,0.11,127.076,215440,2017,1,20
Laughter In The Rain,Neil Sedaka,1,The Definitive Collection,2007-04-24,0.498,0.62,5,-9.435,1,0.024,0.32,0.00628,0.0411,0.896,100.768,169552,2007,4,24
Fy Fan Va Stek,De Vet Du,1,Fy Fan Va Stek,2015-04-23,0.828,0.718,8,-7.474,1,0.107,0.111,0.000916,0.0892,0.233,127.992,164999,2015,4,23
One Of These Days,Room Eleven,1,Six White Russians And A Pink Pussycat,2006-01-01,0.685,0.499,7,-9.671,1,0.0373,0.365,4.34e-05,0.183,0.722,102.902,227400,2006,1,1
Haal Me Naar Boven,Ronnie Flex,1,Haal Me Naar Boven,2019-05-16,0.651,0.646,11,-6.803,1,0.0333,0.324,0.0,0.0758,0.835,134.944,169500,2019,5,16
Stainless,Logic,1,The Incredible True Story,2015-11-13,0.7,0.891,2,-4.988,1,0.0364,0.0712,6.01e-06,0.271,0.605,139.993,199573,2015,11,13
Way Back (feat. Cozi Zuehlsdorff),Vicetone,1,Way Back (feat. Cozi Zuehlsdorff),2018-03-09,0.6,0.834,2,-4.229,0,0.0367,0.247,0.025,0.0414,0.454,108.052,208889,2018,3,9
Get Low - Street,Lil Jon & The East Side Boyz,1,Kings Of Crunk,2003-01-01,0.763,0.627,1,-7.457,1,0.037,0.031,0.0,0.118,0.152,101.045,334093,2003,1,1
Dubai Shit,Huncho Jack,1,"Huncho Jack, Jack Huncho",2017-12-21,0.768,0.535,10,-4.489,0,0.0534,0.0569,0.0,0.0902,0.239,138.086,228431,2017,12,21
Never Been,Logic,1,The Incredible True Story,2015-11-13,0.459,0.781,10,-6.122,0,0.059,0.0976,1.26e-05,0.573,0.629,98.848,247133,2015,11,13
Your Light,Scorpions,1,Taken By Force (50th Anniversary Deluxe Edition),1977-12-04,0.471,0.709,3,-5.764,1,0.0469,0.0874,0.0021,0.0782,0.642,113.874,275080,1977,12,4
Finder (The Path),Ninetoes,1,Finder,2013-08-19,0.82,0.729,6,-8.506,0,0.0547,0.00313,0.876,0.0783,0.0802,120.998,351080,2013,8,19
I Believe I Can Fly - Radio Edit,R. Kelly,1,Herzklopfen,2002-03-15,0.587,0.507,7,-6.478,1,0.0285,0.24,0.0,0.148,0.051,120.467,282893,2002,3,15
April's Fool,Riff,1,RIFF,1991-09-17,0.496,0.801,4,-8.524,0,0.0844,0.04,0.00464,0.0392,0.852,200.258,237840,1991,9,17
Back In The Day,Erykah Badu,1,Worldwide Underground,2003-09-16,0.746,0.547,5,-9.236,0,0.0903,0.224,0.0345,0.201,0.528,91.839,286920,2003,9,16
Days of Thunder,The Midnight,1,Days of Thunder,2014-07-15,0.47,0.834,0,-9.156,0,0.0368,6.54e-05,0.00095,0.372,0.184,162.91,324018,2014,7,15
In Your Eyes,Rique,1,In Your Eyes,2018-10-19,0.814,0.788,11,-5.9,0,0.113,0.0285,0.00019,0.0691,0.46,123.01,240000,2018,10,19
Skin Deep (feat. Ozara Ode' & Insite the Riot),Mahogany Jones,1,"Pure, Vol. 1",2014-02-04,0.653,0.649,10,-8.14,0,0.182,0.11,0.0,0.86,0.781,86.87,280867,2014,2,4
Evolution - Original Mix,Mike Traxx,1,The Best of Ibiza Electro House 2011,2011-05-01,0.58,0.98,4,-5.101,0,0.296,0.00318,0.565,0.0713,0.224,122.048,334315,2011,5,1
Like Daddy,Lavie,1,Life Music,2013-06-21,0.59,0.415,6,-11.392,0,0.0889,0.326,0.0,0.167,0.448,91.095,202014,2013,6,21
Knockin' Da' Boots,H-Town,1,Luke's Hall Of Fame Vol.3,1998-01-26,0.734,0.583,1,-10.652,0,0.126,0.152,0.0,0.0472,0.603,128.122,327693,1998,1,26
Llamado De Emergencia,Daddy Yankee,1,Talento De Barrio,2008-01-01,0.698,0.91,4,-4.407,0,0.0351,0.211,3.46e-06,0.156,0.772,97.985,239920,2008,1,1
Real Love - Anthology 2 Version,The Beatles,1,Anthology 2,1996-03-18,0.388,0.677,8,-7.262,1,0.0301,0.0527,0.0107,0.221,0.424,175.818,234053,1996,3,18
Can't Get Enough (Remastered Album Version),Bad Company,1,Bad Company,1974-12-28,0.662,0.763,0,-7.475,1,0.0397,0.132,0.0013,0.067,0.699,126.333,254400,1974,12,28
What Makes You Feel That Way About Me,Z'looke,1,Def by Temptation (Soundtrack) [Remastered],2019-05-06,0.758,0.79,7,-6.068,1,0.0488,0.0035,0.00363,0.0307,0.543,106.933,233667,2019,5,6
Scared To Lose You,Karasso,1,Scared To Lose You,2019-01-18,0.668,0.687,9,-6.553,0,0.0687,0.0139,0.000111,0.236,0.581,128.017,262500,2019,1,18
Shotgun Blues,Guns N' Roses,1,Use Your Illusion II,1991-01-01,0.255,0.993,8,-6.759,1,0.199,0.000962,0.741,0.13,0.214,190.507,203000,1991,1,1
Back To Hawaii - Elektro Mix,Picco,1,Back to Hawaii (The House-Edition),2006-12-11,0.8,0.876,1,-6.815,1,0.305,0.0268,0.506,0.301,0.449,132.675,345896,2006,12,11
Been so Good,Lavie,1,Life Music,2013-06-21,0.7,0.522,11,-11.442,1,0.116,0.0915,0.0,0.241,0.666,89.981,204661,2013,6,21
I Won't Back Down,Tom Petty and the Heartbreakers,1,Anthology: Through The Years,2000-01-01,0.763,0.763,7,-4.75,1,0.0285,0.0714,4.34e-06,0.232,0.941,113.908,176507,2000,1,1
Holding Back The Years,Simply Red,1,Simply Red 25 The Greatest Hits,2009-02-03,0.696,0.514,10,-7.899,0,0.0252,0.654,4.31e-06,0.318,0.682,87.159,251587,2009,2,3
drugs,EDEN,1,i think you think too much of me,2016-08-19,0.461,0.448,4,-6.955,0,0.0562,0.607,0.0,0.288,0.222,144.212,338333,2016,8,19
Mit den Jungz,187 Strassenbande,1,Mit den Jungz,2017-07-11,0.589,0.827,2,-5.851,1,0.164,0.0505,0.0,0.0938,0.184,125.135,233221,2017,7,11
Fire,Ohio Players,1,Fire,1974-09-25,0.65,0.744,5,-11.732,1,0.0601,0.354,0.0188,0.315,0.846,107.297,276333,1974,9,25
Contento,Shelow Shaq,1,Contento,2019-06-21,0.54,0.85,5,-2.46,0,0.0496,0.0145,0.000713,0.0925,0.333,100.103,218406,2019,6,21
"Dime Qué Más (with Roldán de Orishas, Omara Portuondo)",Baby Lores,1,Strictly Latin Dancing - Come On Dance! (20 Ballroom Hits),2011-05-04,0.686,0.726,7,-5.321,1,0.0369,0.546,0.0,0.362,0.454,129.999,286067,2011,5,4
Angetenar,Rompasso,1,House Music Mix 2017,2017-08-16,0.857,0.485,0,-10.556,1,0.177,0.014,0.513,0.414,0.0577,102.989,365837,2017,8,16
Blocka,Pusha T,1,The Animosity of Caine,2013-03-22,0.803,0.522,1,-5.971,1,0.111,0.0232,0.0,0.108,0.189,127.943,214667,2013,3,22
Piso,Bhavi,1,Piso,2018-04-25,0.77,0.878,7,-4.033,1,0.155,0.0228,0.0,0.0959,0.679,170.272,219925,2018,4,25
No Scrubs (feat. Jon Santana),Cappa,1,No Scrubs (feat. Jon Santana),2015-11-05,0.575,0.485,8,-9.247,0,0.0302,0.153,0.523,0.0934,0.345,172.17,214894,2015,11,5
Relentless,Fayn,1,Better Than My Last,2017-03-17,0.519,0.954,2,-4.381,1,0.402,0.0571,0.0,0.428,0.18,119.394,224027,2017,3,17
Everything Is Everything,Ms. Lauryn Hill,1,The Miseducation of Lauryn Hill,1998-08-25,0.824,0.707,9,-7.893,1,0.285,0.415,0.0,0.106,0.847,94.708,293267,1998,8,25
Turns To Gold,Jimi Charles Moody,1,Turns To Gold,2016-04-01,0.476,0.869,2,-4.13,1,0.0371,0.00918,3.44e-05,0.0582,0.613,77.47,219314,2016,4,1
Ja Te Falei 2015 Rework,Igor Neves,1,"Metropolitan House: Madrid, Vol. 2",2016-07-29,0.854,0.974,11,-3.361,0,0.0734,0.0363,0.104,0.0758,0.467,128.0,318750,2016,7,29
Si Te Lastime,Seven Kayne,1,Si Te Lastime,2017-12-06,0.742,0.505,6,-5.011,0,0.0958,0.143,0.0,0.118,0.213,140.128,133719,2017,12,6
In My Hood,50 Cent,1,The Massacre (Ecopac Reissue Explicit),2005-03-03,0.801,0.72,1,-5.155,1,0.303,0.184,0.0,0.241,0.492,90.024,230899,2005,3,3
Rock Me Amadeus,Falco,1,Falco III,1985-01-27,0.62,0.778,4,-11.061,0,0.121,0.409,0.00258,0.0903,0.912,176.667,203173,1985,1,27
Into You - Original Mix,D.Polo,1,Into You,2015-04-13,0.73,0.881,9,-5.997,0,0.059,0.00683,0.804,0.451,0.531,126.956,328819,2015,4,13
Wave Your Flag,Afrojack,1,Wave Your Flag,2017-02-24,0.72,0.823,9,-2.735,1,0.0688,0.0588,2.37e-06,0.0949,0.632,104.976,193240,2017,2,24
Raw,Rippa da Kid,1,Built for This,2017-03-23,0.54,0.877,1,-4.263,0,0.18,0.271,0.0,0.161,0.45,103.073,202633,2017,3,23
"Sexo, Sudor y Calor (feat. Ñejo & Dalmata)",J Alvarez,1,Otro Nivel De Musica,2011-09-20,0.743,0.893,0,-4.713,1,0.0533,0.185,0.0,0.0941,0.96,167.922,250227,2011,9,20
(I'm Your) Hoochie Coochie Man,Muddy Waters,1,Blues Greats: Muddy Waters,2011-01-01,0.692,0.312,7,-11.684,1,0.0375,0.833,0.0,0.0534,0.878,71.816,170587,2011,1,1
Where The Beat Go - Radio Edit,Young G Freezy,1,Stacks Hollywood (Remastered),2017-06-24,0.697,0.365,1,-14.154,1,0.13,0.298,0.392,0.258,0.121,140.021,194305,2017,6,24
Miami Vice Theme,Jan Hammer,1,Escape From Television,1987-01-01,0.579,0.91,2,-9.812,1,0.0383,0.565,0.936,0.332,0.875,115.459,147600,1987,1,1
Hola Bebé,Eladio Carrion,1,Hola Bebé,2018-10-12,0.869,0.58,0,-6.669,0,0.0787,0.191,0.0,0.0914,0.562,140.037,185143,2018,10,12
Waves,Perttu,1,Waves,2016-05-13,0.661,0.86,7,-5.537,1,0.0582,0.0443,0.111,0.14,0.181,100.013,199286,2016,5,13
Turn to Stone,Electric Light Orchestra,1,Out Of The Blue,1977-12-15,0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,229093,1977,12,15
Ice,Ecko,1,Ice,2018-11-09,0.852,0.768,5,-5.58,0,0.241,0.0268,0.0,0.0822,0.329,135.034,100356,2018,11,9
Boogie Wonderland,Mr. Belt & Wezol,1,Boogie Wonderland,2016-12-23,0.724,0.891,0,-4.275,1,0.047,0.00448,0.0108,0.158,0.717,124.061,168196,2016,12,23
Caught Up,Ja Rule,1,R.U.L.E.,2004-01-01,0.762,0.711,1,-4.219,0,0.17,0.037,0.0,0.122,0.471,99.066,269133,2004,1,1
Discoschlampe (V-Heads Radio Cut),Paxi,1,Electro House Anthems Vol. 2,2008-07-07,0.727,0.873,0,-6.243,1,0.0911,0.00188,0.771,0.333,0.638,128.07,212643,2008,7,7
Prototype,OutKast,1,Speakerboxxx/The Love Below,2003-09-23,0.635,0.37,2,-7.798,1,0.0397,0.208,0.000285,0.158,0.192,76.004,326240,2003,9,23
B.U.H.O (feat. Duki & Klave),Midel,1,B.U.H.O (feat. Duki & Klave),2017-08-19,0.896,0.715,2,-3.37,1,0.0544,0.195,0.0,0.0678,0.513,128.01,298394,2017,8,19
Count To Five,Rhye,1,Blood,2018-02-02,0.808,0.34,4,-8.18,0,0.0628,0.619,0.0342,0.11,0.723,98.021,208707,2018,2,2
Wake - Live,Hillsong Young & Free,1,We Are Young & Free (Live),2013-01-01,0.512,0.979,0,-3.87,1,0.0654,0.000192,6.16e-05,0.842,0.409,131.03,275573,2013,1,1
Mi Chain de Roque,Duki,1,Mi Chain de Roque,2018-09-29,0.735,0.656,0,-6.573,1,0.0359,0.114,0.0,0.17,0.298,129.989,182293,2018,9,29
Slip Away (ft. Sophia Koop) [Bergs],Bergs,1,Slip Away (ft. Sophia Koop),2016-02-12,0.787,0.533,4,-7.446,1,0.0321,0.636,0.0017,0.292,0.531,107.012,238178,2016,2,12
F*ckwithmeyouknowigotit,JAY-Z,1,Magna Carta... Holy Grail,2013-07-10,0.783,0.464,10,-8.122,0,0.293,0.0187,0.21,0.0699,0.261,128.138,243413,2013,7,10
Ruff Ryders' Anthem,DMX,1,It's Dark And Hell Is Hot,1998-01-01,0.881,0.574,10,-8.134,0,0.277,0.0531,1.51e-06,0.203,0.738,90.957,214467,1998,1,1
Layers,HAKUNA,1,Layers,2017-04-14,0.658,0.744,6,-4.422,0,0.152,0.0918,0.000153,0.0839,0.39,192.08,177083,2017,4,14
Otra Era,Javiera Mena,1,Otra Era,2014-10-28,0.534,0.888,2,-6.327,1,0.0274,0.0196,0.183,0.151,0.624,101.989,244979,2014,10,28
New York,Ja Rule,1,R.U.L.E.,2004-01-01,0.547,0.795,11,-5.825,0,0.444,0.253,0.0,0.0775,0.566,93.221,258213,2004,1,1
How Many Mics,Fugees,1,The Score,1996-01-05,0.788,0.522,6,-13.346,1,0.447,0.1,1.19e-05,0.479,0.801,82.922,268933,1996,1,5
Welcome To New York City,Cam’ron,1,Come Home With Me,2002-01-01,0.581,0.884,8,-5.512,1,0.315,0.0185,0.0,0.132,0.493,169.472,309600,2002,1,1
Tension,Fake Mood,1,Tension / Erosion,2015-08-03,0.853,0.622,8,-8.679,1,0.0568,0.352,0.812,0.604,0.475,118.011,383607,2015,8,3
Turn Up,The Heavy,1,Turn Up,2016-02-23,0.533,0.907,7,-2.5,1,0.123,0.023,5.96e-05,0.617,0.512,142.098,207335,2016,2,23
Can't Take My Eyes Off Of You,Ms. Lauryn Hill,1,The Miseducation of Lauryn Hill,1998-08-25,0.747,0.662,1,-7.9,0,0.0796,0.0118,0.0,0.138,0.63,88.926,221467,1998,8,25
Too Young,Post Malone,1,Too Young,2015-10-09,0.637,0.67,11,-5.484,0,0.048,0.254,5.43e-05,0.0829,0.227,122.999,237627,2015,10,9
For You,SoMo,1,For You,2017-09-01,0.839,0.465,1,-6.798,1,0.0664,0.327,0.0,0.111,0.578,106.957,163000,2017,9,1
Red Nation,The Game,1,The R.E.D. Album,2011-01-01,0.405,0.889,2,-3.303,1,0.317,0.0922,0.0,0.446,0.338,82.918,229480,2011,1,1
Hello Cotto,Duki,1,Hello Cotto,2017-09-27,0.668,0.799,10,-2.797,0,0.311,0.0495,0.0,0.0907,0.431,140.133,217250,2017,9,27
Suburbia,Muskoka,1,Suburbia,2016-08-29,0.56,0.342,9,-11.07,1,0.0326,0.864,0.00164,0.0964,0.293,153.655,312287,2016,8,29
Pure Gold,oomiee,1,KEEN: Workout Vol. 1,2017-09-01,0.64,0.857,4,-8.26,1,0.266,0.00164,0.557,0.336,0.645,128.058,147187,2017,9,1
(Don't Fear) The Reaper - Single Version,Blue Öyster Cult,1,The Singles Collection,2005-10-20,0.419,0.909,0,-10.258,1,0.0639,0.00239,1.68e-05,0.24,0.494,142.217,228867,2005,10,20
"Hold On, We're Going Home",Drake,1,"Hold On, We're Going Home",2013-08-06,0.765,0.452,6,-6.644,0,0.068,0.0033,4.64e-05,0.0916,0.331,100.002,227027,2013,8,6
Pour Some Sugar On Me (2012),Def Leppard,1,Pour Some Sugar On Me (2012),1987-04-24,0.497,0.849,9,-5.352,1,0.0612,0.00985,0.0,0.106,0.72,169.937,261532,1987,4,24
My Body,Hot Shade,1,My Body,2017-09-29,0.659,0.844,6,-4.104,0,0.262,0.123,0.0,0.0799,0.873,103.992,161427,2017,9,29
When You're Mad,Ne-Yo,1,In My Own Words,2006-01-01,0.66,0.548,6,-7.127,1,0.215,0.364,0.0,0.108,0.436,86.947,222000,2006,1,1
She's Mine Pt. 1,J. Cole,1,4 Your Eyez Only,2016-12-09,0.436,0.21,2,-15.099,1,0.0659,0.759,0.115,0.258,0.0485,139.744,209080,2016,12,9
Baby Boy,Childish Gambino,1,"""Awaken, My Love!""",2016-12-02,0.536,0.402,2,-7.111,0,0.0359,0.124,0.464,0.0657,0.697,199.916,382093,2016,12,2
Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q,1,Habits & Contradictions,2012-01-14,0.646,0.778,1,-7.44,0,0.103,0.0173,0.0,0.0702,0.185,127.813,197132,2012,1,14
Me And Those Dreamin' Eyes Of Mine - Radio Edit,D'Angelo,1,Ultimate D'Angelo,2008-01-01,0.592,0.524,4,-6.613,0,0.154,0.711,1.79e-06,0.135,0.551,86.827,255533,2008,1,1
So Much Pain,S.A.S,1,Regal Rap EP,2014-09-29,0.551,0.883,1,-5.919,0,0.0913,0.118,0.0,0.109,0.2,79.991,241000,2014,9,29
Borneo Jungle Oasis For Deep Sleep With Nature Sound,Relax Meditate Sleep,1,Relaxing Nature Sounds,2009-11-15,0.418,0.499,6,-20.217,0,0.345,0.39,0.464,0.248,0.0718,140.79,360098,2009,11,15
Can't Do Without Your Love,Stevie Wonder,1,Motown Unreleased 1969,2019-09-20,0.658,0.659,1,-5.937,0,0.0513,0.211,0.0,0.13,0.91,122.886,170635,2019,9,20
The One (with Julia Thompson),Dreweybear,1,The One (with Julia Thompson),2018-08-17,0.602,0.735,10,-4.116,0,0.0655,0.139,4.07e-06,0.0677,0.331,114.919,236870,2018,8,17
Let's Get Blown,Snoop Dogg,1,R&G (Rhythm & Gangsta): The Masterpiece [Explicit Version],2004-01-01,0.939,0.634,4,-4.6,0,0.195,0.409,0.11,0.233,0.717,106.008,280667,2004,1,1
Vuelve,Juan Magán,1,Vuelve,2015-07-10,0.655,0.672,5,-6.625,1,0.0374,0.627,0.0,0.0856,0.934,174.094,213506,2015,7,10
Noche de Travesura,"Héctor ""El Father""",1,Flow La Discoteca Special Edition,2012-12-04,0.833,0.626,9,-7.715,1,0.188,0.447,0.0,0.0805,0.409,92.013,212733,2012,12,4
Under Pressure,Queen,1,Greatest Hits II,1991-10-28,0.67,0.535,2,-12.657,1,0.0523,0.404,0.0,0.0858,0.429,113.481,236760,1991,10,28
하드캐리 Hard Carry,GOT7,1,FLIGHT LOG : TURBULENCE,2016-09-27,0.7,0.873,1,-2.901,1,0.0869,0.0148,0.0,0.343,0.612,99.972,193579,2016,9,27
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,1,Rocket Man - Number Ones,2007-03-26,0.615,0.537,10,-9.315,1,0.0293,0.453,4.32e-06,0.0924,0.349,136.625,282013,2007,3,26
Beat Streaming,Abstract Rude,1,AyeM Ray-Dio,2017-07-21,0.749,0.537,7,-10.643,1,0.32,0.491,0.0096,0.352,0.606,142.55,214016,2017,7,21
Hallucinations,dvsn,1,Hallucinations,2015-12-24,0.765,0.396,7,-8.991,0,0.0372,0.0662,7.38e-06,0.141,0.35,95.971,246294,2015,12,24
Brakelights,Omar Apollo,1,Brakelights,2017-08-08,0.693,0.421,7,-7.735,1,0.0386,0.59,0.0217,0.0838,0.259,124.062,168387,2017,8,8
Pisces,RIZ LA VIE,1,Found.,2017-01-17,0.708,0.38,3,-9.088,1,0.0948,0.763,0.0,0.123,0.217,113.1,255929,2017,1,17
Ha Ha Ha Ha (Yeah),White Denim,1,Stiff,2016-03-25,0.713,0.911,9,-5.45,1,0.0467,0.00808,0.0,0.131,0.927,134.822,233960,2016,3,25
Fly By Night,Rush,1,Fly By Night,1975-02-15,0.501,0.702,7,-8.543,1,0.0671,0.0872,0.000994,0.0671,0.58,139.096,202200,1975,2,15
The Devil Is A Lie,Rick Ross,1,Mastermind (Deluxe),2014-01-01,0.683,0.833,5,-3.902,0,0.0838,0.00152,0.0,0.382,0.61,102.918,310667,2014,1,1
Martians Vs Goblins,The Game,1,The R.E.D. Album,2011-01-01,0.476,0.81,4,-3.414,0,0.265,0.0803,0.0,0.568,0.642,83.309,228827,2011,1,1
Sonidos,Faya,1,Innovador EP,2013-05-13,0.8,0.989,4,-3.713,0,0.0575,7.86e-05,0.681,0.0918,0.0667,125.988,341244,2013,5,13
Swine,Lady Gaga,1,ARTPOP,2013-01-01,0.712,0.861,0,-3.625,1,0.136,0.0062,3.42e-05,0.634,0.209,127.89,268600,2013,1,1
Lazarus,Porcupine Tree,1,Deadwing (Intl Download),2005-03-22,0.357,0.612,9,-6.147,1,0.0301,0.205,0.631,0.18,0.299,171.931,260613,2005,3,22
Mother,Danzig,1,Danzig,1988-06-07,0.452,0.751,11,-9.438,0,0.0565,0.00923,0.000205,0.092,0.395,73.285,204867,1988,6,7
Don't Talk To Strangers,Dio,1,Dio / Rock Legends,2007-01-01,0.361,0.886,2,-7.712,0,0.0934,0.00849,0.0986,0.115,0.308,127.367,292427,2007,1,1
Make You Mine,L0uie L0u,1,Make You Mine,2017-10-27,0.445,0.576,7,-10.152,0,0.349,0.528,0.0,0.561,0.239,143.694,205296,2017,10,27
I Feel so Alive,Capital Kings,1,Capital Kings,2013-01-08,0.622,0.808,1,-5.184,1,0.0342,0.0112,0.0,0.0606,0.632,128.0,214920,2013,1,8
Tensionado,Soapdish,1,Soapdish Reloaded,2006-09-12,0.526,0.526,9,-6.287,1,0.0253,0.702,0.0,0.0738,0.248,140.557,196693,2006,9,12
Sisters,Leoniden,1,Leoniden,2017-02-24,0.71,0.736,5,-4.38,0,0.0347,0.107,5.98e-06,0.068,0.746,130.985,191170,2017,2,24
La Sirena,Luis Felipe Gonzalez,1,Grandes Hits: Luis Felipe González,1997-04-18,0.765,0.858,7,-5.881,1,0.034,0.313,0.000191,0.0396,0.961,100.358,165591,1997,4,18
Makina de Armado,Duki,1,Makina de Armado,2019-02-12,0.767,0.931,1,-0.482,1,0.0487,0.285,6.07e-06,0.0503,0.902,100.015,126641,2019,2,12
Mona Lisa (Brass Mix),Dirty Rush & Gregor Es,1,Mona Lisa (Brass Mix),2018-11-16,0.758,0.913,3,-3.459,0,0.135,0.0827,0.000137,0.222,0.612,124.004,164020,2018,11,16
Why You Wanna,T.I.,1,King,2006-03-27,0.802,0.772,1,-4.893,0,0.192,0.358,0.0,0.0603,0.654,96.046,215000,2006,3,27
Going to Hell,The Pretty Reckless,1,Going To Hell,2014-03-17,0.559,0.994,6,-2.148,1,0.128,7.46e-05,0.00265,0.375,0.268,115.016,278789,2014,3,17
Baby By Me,50 Cent,1,Baby By Me (Explicit Version),2009-01-01,0.604,0.9,0,-2.935,0,0.0927,0.0183,0.000151,0.0728,0.422,190.029,215867,2009,1,1
So Good,Jae Mazor,1,Get Closer,2016-03-01,0.66,0.461,10,-7.332,1,0.0373,0.385,0.00535,0.0883,0.14,124.018,216948,2016,3,1
TURN OFF THE LIGHTS,Dog Blood,1,Turn Off The Lights,2019-03-29,0.766,0.994,11,-2.405,0,0.0617,0.00271,0.744,0.667,0.76,128.033,232500,2019,3,29
The Palisades,Childish Gambino,1,Kauai,2014-10-03,0.738,0.718,8,-5.905,1,0.0606,0.00725,0.0,0.127,0.491,100.055,190907,2014,10,3
Workin Out,JID,1,DiCaprio 2,2018-11-26,0.818,0.57,10,-8.067,0,0.285,0.384,0.000102,0.19,0.561,126.938,226859,2018,11,26
Binibini,Brownman Revival,1,Hopia Mani Popcorn Vol. 2,2007-12-04,0.636,0.518,7,-9.165,1,0.0428,0.0698,1.11e-05,0.0882,0.702,74.192,274627,2007,12,4
Kingdom Come,Demi Lovato,1,Confident,2015-10-16,0.563,0.809,5,-5.09,0,0.0768,0.0276,0.0,0.365,0.275,176.029,244014,2015,10,16
Medusa,Kollegah,1,Chronik III,2015-10-09,0.75,0.849,7,-5.389,1,0.276,0.124,0.0,0.0978,0.284,89.003,182040,2015,10,9
Perdóname,Eddy Lover,1,Perdóname,2008-01-01,0.679,0.818,9,-5.67,0,0.0315,0.244,0.0,0.158,0.392,95.013,243027,2008,1,1
That's That Shit,Snoop Dogg,1,Tha Blue Carpet Treatment,2006-01-01,0.866,0.63,9,-4.795,0,0.172,0.0199,0.0,0.036,0.75,82.044,257640,2006,1,1
High,Brytiago,1,High,2017-10-20,0.817,0.693,0,-3.971,1,0.111,0.583,0.0,0.117,0.656,75.0,189467,2017,10,20
Superhuman (feat. Eric Leva),SLANDER,1,Superhuman (feat. Eric Leva),2017-06-23,0.568,0.728,7,-6.391,1,0.0436,0.0313,0.0,0.951,0.165,127.918,268612,2017,6,23
