track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,release_month,release_day,key_name,duration_min,duration_sec
Wonderful - Radio (Radio Edit),Ninjaneers,0,Wonderful,2014-05-08,0.835,0.973,6,-4.13,0,0.0694,0.00397,0.0351,0.11,0.436,128.015,184926,2014,5,8,F#/Gb,3.0820999999999996,184.926
Trampled Under Foot - 2007 Remastered Version,Led Zeppelin,0,Mothership,2007-02-19,0.547,0.855,7,-8.027,0,0.0549,0.156,0.222,0.0822,0.807,111.25,335360,2007,2,19,G,5.589333333333333,335.36
Love Gun,KISS,0,IKONS,2008-10-21,0.387,0.912,3,-5.147,0,0.0407,0.0146,0.107,0.354,0.653,147.193,196413,2008,10,21,D#/Eb,3.27355,196.413
Candy Girl,New Edition,0,Take On Me - 80's The Collection,2012-11-16,0.789,0.898,10,-5.526,0,0.202,0.333,0.00873,0.331,0.755,103.729,236053,2012,11,16,A#/Bb,3.9342166666666665,236.053
Soldier Like Me,2Pac,0,Loyal To The Game,2004-12-14,0.75,0.614,11,-6.004,0,0.407,0.0672,7.81e-05,0.106,0.571,172.031,230249,2004,12,14,B,3.837483333333333,230.249
Disco Inferno,50 Cent,0,Best Of 50 Cent,2017-03-31,0.917,0.564,2,-8.039,0,0.257,0.213,7.38e-05,0.202,0.697,96.973,213680,2017,3,31,D,3.5613333333333332,213.68
If It Isn't Love - Single Version,New Edition,0,Gold,2005-01-01,0.575,0.96,5,-6.464,0,0.0529,0.0579,0.0,0.344,0.734,97.503,225573,2005,1,1,F,3.75955,225.573
I Stole Your Love,KISS,0,IKONS,2008-10-21,0.48,0.974,5,-5.531,0,0.0947,0.00754,0.00564,0.895,0.522,96.382,184413,2008,10,21,F,3.07355,184.413
Parasite,KISS,0,IKONS,2008-10-21,0.367,0.813,11,-5.995,1,0.0585,0.00273,0.798,0.201,0.537,123.342,183387,2008,10,21,B,3.05645,183.387
My Love,Paul McCartney,0,Wingspan (UK Version),2001-05-07,0.419,0.432,5,-11.235,1,0.0318,0.427,7.42e-06,0.0691,0.151,120.266,248000,2001,5,7,F,4.133333333333334,248.0
Take You There,Eko Zu,0,Take You There,2018-04-28,0.573,0.607,3,-6.286,0,0.036,0.0359,0.0276,0.288,0.192,99.936,206555,2018,4,28,D#/Eb,3.4425833333333333,206.555
Armed and Ready - 2009 Remastered Version,Michael Schenker Group,0,Michael Schenker Group [2009 Digital Remaster + Bonus Tracks] (2009 Digital Remaster + Bonus Tracks),2009-01-16,0.329,0.941,9,-7.687,1,0.084,0.00376,0.00525,0.0791,0.77,171.632,251320,2009,1,16,A,4.188666666666666,251.32
People Be Watchin,Green Tea,0,Dosage III: The Time to B.E.,2012-05-08,0.402,0.761,11,-5.15,0,0.279,0.183,0.0,0.272,0.389,86.406,328453,2012,5,8,B,5.474216666666666,328.453
Shout It Out Loud,KISS,0,Destroyer (Remastered Version),1976-03-15,0.571,0.953,3,-5.002,1,0.0568,0.124,5.57e-06,0.35,0.682,135.599,169027,1976,3,15,D#/Eb,2.8171166666666663,169.027
Old Time's Sake,Eminem,0,Relapse,2009-05-15,0.775,0.829,1,-1.933,1,0.304,0.0606,0.0,0.33,0.836,176.047,278160,2009,5,15,C#/Db,4.636,278.16
Down,blink-182,0,blink-182 (International Version),2003-10-24,0.525,0.916,11,-6.462,1,0.0437,0.0642,0.00222,0.124,0.33,93.975,183763,2003,10,24,B,3.0627166666666668,183.763
No One Else,AMiR,0,No One Else,2018-02-23,0.862,0.676,8,-6.051,0,0.136,0.0533,0.0,0.0769,0.602,105.97,197532,2018,2,23,G#/Ab,3.2922000000000002,197.532
Heavyweight,RedMoon,0,Heavyweight,2015-04-14,0.55,0.704,8,-6.426,1,0.0592,0.0617,0.0,0.152,0.226,128.049,196904,2015,4,14,G#/Ab,3.2817333333333334,196.904
Almost Human,KISS,0,IKONS,2008-10-21,0.275,0.963,1,-5.98,1,0.0931,0.00763,0.00151,0.301,0.611,184.451,169027,2008,10,21,C#/Db,2.8171166666666663,169.027
Jump - Remastered Version,Van Halen,0,The Best Of Both Worlds (US Release),2004-07-13,0.546,0.843,0,-5.821,1,0.0326,0.12,4.98e-05,0.0618,0.783,129.894,244107,2004,7,13,C,4.06845,244.107
The Rain,Oran Juice Jones,0,Def Jam 25: Volume 2 - DJ Bring That Back (1996-1984) [Explicit Version],2009-01-01,0.716,0.969,0,-4.182,0,0.0597,0.00683,1.08e-05,0.191,0.862,109.214,307253,2009,1,1,C,5.1208833333333335,307.253
Trainwreck,BANKS,0,The Altar,2016-09-30,0.6,0.815,1,-5.273,1,0.0867,0.0247,1.37e-06,0.722,0.566,150.047,204680,2016,9,30,C#/Db,3.4113333333333333,204.68
The Bleeding,Five Finger Death Punch,0,The Way Of The Fist,2007-07-31,0.322,0.812,0,-5.568,0,0.0505,0.00149,0.0,0.0986,0.124,159.933,268667,2007,7,31,C,4.477783333333333,268.667
Soon To Be Large,Charizma & Peanut Butter Wolf,0,Big Shots,2003-12-01,0.797,0.887,10,-7.078,0,0.272,0.257,0.0,0.456,0.853,89.046,195213,2003,12,1,A#/Bb,3.2535499999999997,195.213
Judas,BANKS,0,The Altar,2016-09-30,0.659,0.529,5,-9.246,0,0.0357,0.0242,8.52e-06,0.142,0.41,107.975,236933,2016,9,30,F,3.9488833333333333,236.933
Poltergeist,BANKS,0,The Altar,2016-09-30,0.542,0.371,2,-8.329,0,0.0326,0.73,0.0,0.116,0.214,130.155,212013,2016,9,30,D,3.53355,212.013
Casualties Of A Dice Game,Big L,0,The Big Picture (Explicit Version),2000-08-01,0.789,0.684,1,-10.471,1,0.348,0.000757,0.0,0.111,0.649,92.796,198387,2000,8,1,C#/Db,3.30645,198.387
Still In Love With You,Norma Jean Martine,0,Still In Love With You,2016-11-25,0.578,0.857,0,-4.173,1,0.132,0.294,0.0,0.1,0.729,131.783,209360,2016,11,25,C,3.4893333333333336,209.36
Try to Fight It,Shallow Side,0,Home Today,2012-04-06,0.431,0.864,6,-4.384,1,0.0348,0.00194,0.0,0.0259,0.505,178.851,195238,2012,4,6,F#/Gb,3.2539666666666665,195.238
Beef,Mos Def,0,Rawkus Records - Best of Decade I 1995-2005 (Explicit Version),2005-01-01,0.721,0.523,0,-4.008,1,0.511,0.0153,0.0,0.31,0.712,115.263,133653,2005,1,1,C,2.22755,133.653
What You Want,Evanescence,0,Evanescence,2011-10-27,0.572,0.921,11,-2.623,0,0.0747,0.00615,0.0,0.228,0.494,121.982,221360,2011,10,27,B,3.6893333333333334,221.36
Still Alive,Lisa McClendon,0,My Diary Your Life,2002-05-21,0.8,0.52,1,-8.084,0,0.21,0.125,0.000138,0.481,0.673,95.613,202213,2002,5,21,C#/Db,3.3702166666666664,202.213
Long Kiss Goodnight,The Notorious B.I.G.,0,Life After Death (Deluxe Version),1997-03-04,0.511,0.851,7,-7.673,1,0.46,0.114,0.0,0.333,0.365,174.588,318467,1997,3,4,G,5.307783333333333,318.467
Call Me,In This Moment,0,Call Me,2009-07-03,0.426,0.975,0,-1.892,1,0.095,0.0017,0.0,0.0891,0.273,142.998,197627,2009,7,3,C,3.2937833333333333,197.627
Save Me,Majik,0,It's Alright / Save Me,2015-09-23,0.484,0.601,0,-8.972,1,0.086,0.873,0.903,0.159,0.0503,94.964,245684,2015,9,23,C,4.094733333333333,245.684
Rise Up,Saliva,0,Rise Up - Single,2014-02-18,0.497,0.887,11,-4.205,1,0.0522,0.000132,6.84e-06,0.0819,0.499,172.124,188225,2014,2,18,B,3.1370833333333334,188.225
Ya Mama,The Pharcyde,0,Bizarre Ride II: The Pharcyde,1992-11-24,0.783,0.865,10,-5.542,0,0.309,0.0912,1.85e-06,0.619,0.769,90.163,261027,1992,11,24,A#/Bb,4.3504499999999995,261.027
Step Up,Pete Rock,0,Hip Hop Underground Soul Classics,2003-11-04,0.764,0.697,6,-8.677,1,0.255,0.29,0.000423,0.108,0.679,90.905,285200,2003,11,4,F#/Gb,4.753333333333333,285.2
Jack The Mack,Charizma & Peanut Butter Wolf,0,Big Shots,2003-12-01,0.778,0.628,7,-8.858,1,0.278,0.0311,0.0,0.15,0.835,97.908,190387,2003,12,1,G,3.1731166666666666,190.387
Mother Earth,BANKS,0,The Altar,2016-09-30,0.199,0.347,4,-8.739,1,0.0294,0.127,0.0,0.123,0.194,175.175,236400,2016,9,30,E,3.94,236.4
Fireball,Deep Purple,0,Essential,2011-09-12,0.561,0.953,6,-8.927,0,0.0674,0.00166,3.64e-06,0.239,0.805,121.741,202040,2011,9,12,F#/Gb,3.3673333333333333,202.04
Soul Tied,Green Tea,0,Have A Cup Of Green Tea Dosage I: Shades Of Green,2006-01-09,0.521,0.464,1,-8.392,0,0.162,0.154,0.0,0.49,0.52,83.349,256293,2006,1,9,C#/Db,4.27155,256.293
"Ain't 2 Proud 2 Beg - U.S. 7"" Edit",TLC,0,The Greatest Hits Of,2008-02-11,0.696,0.888,10,-4.108,0,0.0332,0.00263,0.00436,0.34,0.676,104.855,248507,2008,2,11,A#/Bb,4.141783333333334,248.507
Sun Is Dark,Noize Generation,0,Sun Is Dark,2018-10-12,0.729,0.884,9,-5.302,0,0.0492,0.00552,0.176,0.316,0.721,124.974,149177,2018,10,12,A,2.486283333333333,149.177
Fly,Cuebrick,0,Fly,2018-05-25,0.506,0.688,3,-6.687,1,0.0448,0.00873,3.33e-05,0.291,0.371,149.951,183197,2018,5,25,D#/Eb,3.0532833333333333,183.197
Weaker Girl,BANKS,0,The Altar,2016-09-30,0.26,0.432,9,-10.198,0,0.0353,0.171,0.00765,0.239,0.267,164.154,256080,2016,9,30,A,4.268,256.08
Mull Of Kintyre,Wings,0,Wingspan (UK Version),2001-05-07,0.325,0.364,2,-10.946,1,0.0266,0.00023,0.0,0.165,0.373,92.491,284507,2001,5,7,D,4.741783333333333,284.507
But God,Isaac Carree,0,Reset,2013-06-25,0.637,0.681,2,-5.54,1,0.299,0.135,0.0,0.113,0.641,139.296,263827,2013,6,25,D,4.397116666666666,263.827
Piensa en Mí,Jotdog,0,Jotdog,2009-08-23,0.588,0.531,0,-9.776,1,0.025,0.658,4.96e-06,0.0889,0.124,80.0,230827,2009,8,23,C,3.8471166666666665,230.827
Love Is Like Oxygen,Sweet,0,Hits,2014-01-13,0.544,0.817,9,-5.424,0,0.0873,0.484,0.0,0.204,0.412,124.976,256920,2014,1,13,A,4.282,256.92
Fox On The Run,Sweet,0,Hits,2014-01-13,0.413,0.822,4,-3.328,1,0.077,0.309,0.0,0.0834,0.367,127.852,212040,2014,1,13,E,3.534,212.04
Sucédeme,Jotdog,0,Turista del Amor,2012-01-17,0.628,0.52,0,-10.023,1,0.0296,0.147,4.88e-06,0.0917,0.273,135.003,238027,2012,1,17,C,3.9671166666666666,238.027
Perdóname,Jotdog,0,Turista del Amor,2012-01-17,0.544,0.761,4,-7.542,0,0.035,0.0696,0.0011,0.16,0.213,168.012,236280,2012,1,17,E,3.938,236.28
Heart Of The Country,Paul McCartney,0,Wingspan (UK Version),2001-05-07,0.474,0.323,2,-13.226,0,0.0407,0.874,0.000101,0.0927,0.861,172.844,143827,2001,5,7,D,2.397116666666667,143.827
Platinum Plus,Big L,0,The Big Picture (Explicit Version),2000-08-01,0.627,0.64,10,-10.141,0,0.301,0.000894,0.0,0.0942,0.882,97.226,217733,2000,8,1,A#/Bb,3.6288833333333335,217.733
No Ordinary Love (feat. Lisa McClendon),Rawsrvnt,0,No Ordinary Love,2011-03-01,0.545,0.879,11,-4.284,0,0.0952,0.109,0.0,0.269,0.767,84.01,277453,2011,3,1,B,4.624216666666666,277.453
Beej-N-Dem Pt. 2,J Dilla,0,Welcome To Detroit,2001-03-19,0.878,0.377,11,-10.311,1,0.382,0.0283,0.0,0.492,0.569,95.544,169467,2001,3,19,B,2.82445,169.467
Caged,Charlene Soraia,0,Love is The Law (Deluxe Edition),2015-09-11,0.503,0.713,8,-5.795,1,0.0405,0.0791,0.0,0.215,0.345,89.799,212467,2015,9,11,G#/Ab,3.541116666666667,212.467
Dedicated (feat. Diverse),Katalyst,0,What's Happening,2007-06-28,0.511,0.657,3,-6.221,1,0.171,0.357,0.000177,0.0951,0.736,90.992,202640,2007,6,28,D#/Eb,3.377333333333333,202.64
Another Day,Paul McCartney,0,Wingspan (UK Version),2001-05-07,0.706,0.402,7,-11.396,1,0.0324,0.183,0.000122,0.0755,0.827,122.233,221840,2001,5,7,G,3.6973333333333334,221.84
Painkiller,Three Days Grace,0,Painkiller,2014-04-01,0.475,0.941,6,-3.969,0,0.0493,0.000173,0.0,0.0444,0.509,88.95,178853,2014,4,1,F#/Gb,2.9808833333333333,178.853
Say It,Evans Blue,0,evans|blue,2010-07-27,0.502,0.928,5,-3.158,0,0.0457,0.0437,0.0,0.204,0.465,91.01,193720,2010,7,27,F,3.228666666666667,193.72
My Mind Is The Weapon (Topic 1),Hawk House,0,A Handshake To The Brain,2014-01-01,0.599,0.843,2,-6.652,1,0.443,0.793,0.0,0.126,0.449,83.92,289833,2014,1,1,D,4.830550000000001,289.833
Beautiful Boy (Darling Boy),John Lennon,0,Double Fantasy,1980-11-17,0.574,0.469,2,-11.53,1,0.0403,0.733,1.96e-06,0.856,0.435,111.378,245693,1980,11,17,D,4.094883333333334,245.693
Dangerous (Feat. Howard Jones),Within Temptation,0,Hydra,2014-02-04,0.499,0.925,7,-4.773,0,0.0613,0.000264,0.000118,0.0978,0.194,127.994,293236,2014,2,4,G,4.887266666666666,293.236
I Swear,Zee Krayski,0,I Swear,2018-08-03,0.599,0.823,9,-6.686,1,0.0919,0.00997,0.0,0.252,0.538,121.993,204595,2018,8,3,A,3.4099166666666667,204.595
Love U Show,Jamie Jones,0,Jamie Jones,2005-06-28,0.549,0.51,6,-8.055,1,0.218,0.289,0.0,0.152,0.535,170.128,269000,2005,6,28,F#/Gb,4.483333333333333,269.0
This Is the Time (Ballast),Nothing More,0,This Is the Time (Ballast),2014-03-11,0.521,0.982,11,-4.639,0,0.0669,8.52e-06,0.0168,0.0949,0.425,110.03,220413,2014,3,11,B,3.67355,220.413
Room To Breathe,You Me At Six,0,Cavalier Youth,2014-01-01,0.431,0.935,4,-3.416,1,0.0522,8.07e-05,0.000102,0.179,0.279,143.025,239027,2014,1,1,E,3.9837833333333332,239.027
Cry,The Used,0,Imaginary Enemy,2014-04-01,0.595,0.919,1,-5.12,0,0.0799,0.00417,0.000702,0.211,0.531,129.954,210133,2014,4,1,C#/Db,3.502216666666667,210.133
Looking for Today,Black Sabbath,0,Sabbath Bloody Sabbath (Remastered),1973-12-01,0.507,0.56,4,-12.446,1,0.0365,0.149,2.35e-06,0.283,0.697,130.061,300702,1973,12,1,E,5.0117,300.702
It's Alright,Black Sabbath,0,Technical Ecstasy (Remastered),1976-09-25,0.393,0.553,0,-11.574,1,0.0287,0.223,0.000279,0.106,0.479,80.435,239293,1976,9,25,C,3.9882166666666667,239.293
Diamonds and Rust,Judas Priest,0,Original Album Classics,2009-09-25,0.469,0.875,4,-5.072,0,0.0951,0.0691,0.0,0.102,0.377,134.357,203533,2009,9,25,E,3.3922166666666667,203.533
You Are Holy,Lisa McClendon,0,Sistas In The Spirit,2006-10-10,0.625,0.266,10,-9.956,0,0.0299,0.739,0.0,0.113,0.211,105.011,318293,2006,10,10,A#/Bb,5.304883333333334,318.293
Dog Years,Maggie Rogers,0,Dog Years,2016-11-03,0.641,0.572,9,-7.06,1,0.0323,0.231,0.0131,0.104,0.058,95.018,275554,2016,11,3,A,4.5925666666666665,275.554
Miss You,Gabrielle Aplin,0,Miss You,2016-11-09,0.577,0.761,9,-5.388,1,0.0382,0.188,0.0,0.103,0.366,100.806,197685,2016,11,9,A,3.29475,197.685
Summer Dayz,Jamie Jones,0,Jamie Jones,2005-06-28,0.8,0.49,6,-6.29,1,0.296,0.306,0.0,0.282,0.79,86.003,226693,2005,6,28,F#/Gb,3.778216666666667,226.693
Die For You,Otherwise,0,True Love Never Dies,2012-05-21,0.575,0.96,8,-3.388,1,0.0389,0.00264,5.88e-06,0.198,0.702,96.016,191787,2012,5,21,G#/Ab,3.19645,191.787
Step Up,Pete Rock / InI,0,Hip Hop Underground Soul Classics,2003-11-04,0.778,0.695,1,-8.662,1,0.242,0.29,0.000347,0.108,0.664,90.925,285200,2003,11,4,C#/Db,4.753333333333333,285.2
Detune,Kaleida,0,Detune,2015-11-03,0.739,0.407,11,-9.806,1,0.0414,0.509,0.0433,0.116,0.113,129.052,250097,2015,11,3,B,4.168283333333333,250.097
Flute Beat,Greg Grease,0,"Cornbread, Pearl & G",2012-12-11,0.645,0.715,2,-8.99,0,0.114,0.479,8.43e-05,0.197,0.6,89.099,200520,2012,12,11,D,3.342,200.52
Why Does It Take,Jamie Jones,0,Jamie Jones,2005-06-28,0.726,0.45,6,-6.555,1,0.0909,0.632,8.06e-05,0.278,0.679,81.789,214387,2005,6,28,F#/Gb,3.5731166666666665,214.387
The Heist,Big L,0,The Big Picture (Explicit Version),2000-08-01,0.852,0.634,1,-9.924,1,0.396,0.00382,0.0,0.111,0.813,93.724,182555,2000,8,1,C#/Db,3.0425833333333334,182.555
If Anything At All,Cathercist,0,The Untimely Death of Zack Sawyer,2011-09-01,0.405,0.937,5,-2.176,1,0.0771,0.012,0.000249,0.195,0.344,154.972,227000,2011,9,1,F,3.783333333333333,227.0
Electric Halo,Kyng,0,Electric Halo,2014-02-11,0.539,0.858,1,-4.05,0,0.0365,0.000433,1.8e-06,0.102,0.398,107.993,219467,2014,2,11,C#/Db,3.6577833333333336,219.467
Set Me on Fire,Flyleaf,0,Set Me on Fire,2014-07-15,0.335,0.912,4,-3.285,0,0.172,0.0777,0.0,0.128,0.498,190.018,219680,2014,7,15,E,3.6613333333333333,219.68
To The Hilt,BANKS,0,The Altar,2016-09-30,0.31,0.101,8,-13.796,0,0.0697,0.953,0.0,0.0955,0.0778,65.119,276747,2016,9,30,G#/Ab,4.61245,276.747
Juicy,The Notorious B.I.G.,0,Ready To Die,1994-07-21,0.892,0.833,9,-4.697,1,0.253,0.486,0.0,0.218,0.786,96.061,302667,1994,7,21,A,5.044449999999999,302.667
27 Hours,BANKS,0,The Altar,2016-09-30,0.471,0.592,6,-6.685,0,0.0308,0.0345,0.000222,0.207,0.219,75.939,190080,2016,9,30,F#/Gb,3.168,190.08
Rhythm & Blues,The Head and the Heart,0,Rhythm & Blues,2016-08-26,0.433,0.863,4,-4.452,1,0.0296,0.00148,0.00107,0.351,0.54,82.998,240253,2016,8,26,E,4.004216666666666,240.253
Wild + Free,Andrew Simple,0,Wake,2016-04-22,0.66,0.855,9,-8.386,1,0.0424,0.00985,8.8e-05,0.0695,0.222,112.466,154933,2016,4,22,A,2.5822166666666666,154.933
4 Minutes Of Hell Pt. 3,G Herbo,0,Welcome to Fazoland,2014-08-19,0.401,0.833,1,-5.919,1,0.377,0.0922,0.0,0.193,0.318,142.631,274555,2014,8,19,C#/Db,4.575916666666667,274.555
Himno A La Alegria - Live,Miguel Rios,0,Rock & Rios (Remastered),2005-01-01,0.24,0.65,2,-10.484,1,0.0404,0.0254,0.0,0.815,0.503,82.536,302240,2005,1,1,D,5.037333333333334,302.24
Mi error,Afrodisiaco,0,Vamos por más,2015-03-13,0.77,0.864,4,-4.16,1,0.139,0.236,0.0,0.107,0.737,94.001,220787,2015,3,13,E,3.6797833333333334,220.787
Felicidad,Gondwana,0,Felicidad,2005-08-15,0.736,0.667,0,-7.244,1,0.0473,0.00119,0.0,0.133,0.806,143.594,340590,2005,8,15,C,5.6765,340.59
Feenin',Jodeci,0,Diary Of A Mad Band,2011-01-01,0.668,0.595,5,-10.855,0,0.0698,0.179,0.0,0.943,0.635,121.753,310800,2011,1,1,F,5.180000000000001,310.8
Estar Enamorado,Golpe a Golpe,0,Puro Reggaeton Urbano,2010-09-04,0.791,0.788,1,-6.48,1,0.079,0.0502,0.0,0.173,0.719,89.987,205440,2010,9,4,C#/Db,3.424,205.44
El Calendario,Pasabordo,0,Por Ti,2008-05-16,0.706,0.866,6,-4.871,1,0.0481,0.12,0.0,0.123,0.853,104.894,187840,2008,5,16,F#/Gb,3.130666666666667,187.84
Eres para Mí (with Anita Tijoux),Julieta Venegas,0,Limon Y Sal,2006-05-25,0.8,0.685,6,-5.841,0,0.0778,0.0701,6.22e-06,0.278,0.899,96.986,192760,2006,5,25,F#/Gb,3.2126666666666663,192.76
Chiquita Linda,Rocko y Blasty,0,Chiquita Linda,2015-06-02,0.804,0.931,11,-5.631,1,0.156,0.16,0.0,0.0903,0.764,104.992,235860,2015,6,2,B,3.931,235.86
Ojitos Cafe,18 Kilates,0,20 Grandes Exitos,2010-12-01,0.848,0.874,2,-7.179,1,0.0902,0.228,0.0,0.089,0.961,102.001,225048,2010,12,1,D,3.7508,225.048
Head Motion,Wreckshop Family,0,Hitlist Vol. 4,2004-01-01,0.793,0.557,5,-7.185,0,0.153,0.139,0.0,0.377,0.75,75.755,285547,2004,1,1,F,4.759116666666667,285.547
Estar Contigo,Mike Bahía,0,Estar Contigo - Single,2014-10-06,0.804,0.759,9,-5.947,1,0.0834,0.116,0.0,0.0797,0.561,97.061,228820,2014,10,6,A,3.8136666666666668,228.82
El tiempo,Afrodisiaco,0,Vamos por más,2015-03-13,0.804,0.791,2,-3.661,0,0.0295,0.377,6.74e-06,0.0989,0.937,124.985,194213,2015,3,13,D,3.236883333333333,194.213
Mi Persona Favorita,Río Roma,0,Hoy Es Un Buen Día,2014-07-22,0.555,0.739,3,-4.881,1,0.0631,0.303,0.0,0.0871,0.682,152.119,191267,2014,7,22,D#/Eb,3.1877833333333334,191.267
Me Enamoré,Angel Y Khriz,0,Da' Take Over,2010-01-01,0.814,0.865,1,-3.55,1,0.0389,0.279,0.0,0.0284,0.94,114.998,255560,2010,1,1,C#/Db,4.259333333333333,255.56
Los Angeles,Bryce Vine,0,Los Angeles - Single,2016-02-26,0.712,0.797,9,-6.206,1,0.0542,0.0682,0.0,0.253,0.872,150.095,193301,2016,2,26,A,3.221683333333333,193.301
Last Dance,Covenant,0,Last Dance,2013-06-07,0.611,0.988,10,-3.971,1,0.102,0.00254,0.784,0.222,0.269,136.015,378120,2013,6,7,A#/Bb,6.3020000000000005,378.12
Banzai - Live,Miguel Rios,0,Rock & Rios (Remastered),2005-01-01,0.25,0.947,10,-7.933,0,0.0959,0.0139,3.38e-05,0.975,0.439,183.891,291333,2005,1,1,A#/Bb,4.85555,291.333
Rock 'N' Roll All Nite - Live,KISS,0,MTV Unplugged,1996-01-01,0.613,0.984,8,-5.023,1,0.0853,0.075,0.0,0.984,0.543,137.519,259080,1996,1,1,G#/Ab,4.318,259.08
Coastin'feat. K. Flay - Dirty,Zion I,0,The TakeOver,2009-01-26,0.817,0.695,8,-7.391,1,0.0497,0.0299,0.00183,0.0956,0.404,91.971,266413,2009,1,26,G#/Ab,4.440216666666667,266.413
The Pleasure Principle - Edit,Janet Jackson,0,Design Of A Decade 1986/1996,1995-01-01,0.645,0.884,0,-5.207,1,0.0422,0.104,0.000231,0.0394,0.654,116.895,253440,1995,1,1,C,4.224,253.44
24 Stunden - Original Mix,SAM,0,Synthetic Adrenaline Music,2006-12-08,0.573,0.945,10,-7.551,0,0.0365,0.000934,0.375,0.287,0.274,139.991,217653,2006,12,8,A#/Bb,3.62755,217.653
Te Para Tres,Soda Stereo,0,El Ultimo Concierto B,1997-12-16,0.424,0.245,2,-15.026,1,0.0308,0.0398,0.0,0.882,0.211,99.649,152027,1997,12,16,D,2.533783333333333,152.027
Cuando Pase El Temblor - En Vivo,Soda Stereo,0,El Ultimo Concierto B,1997-12-16,0.656,0.686,0,-10.614,1,0.0323,0.00351,0.00749,0.825,0.382,94.031,294800,1997,12,16,C,4.913333333333333,294.8
Claroscuro,Soda Stereo,0,El Ultimo Concierto B,1997-12-16,0.469,0.906,0,-10.048,1,0.0865,0.00412,0.765,0.85,0.318,119.925,336333,1997,12,16,C,5.60555,336.333
Love Me To The End,Deine Lakaien,0,Dark Star & 2nd Star Ep,1991-12-04,0.483,0.76,2,-9.758,0,0.0563,0.224,0.625,0.0929,0.154,148.075,278200,1991,12,4,D,4.636666666666667,278.2
Un Millon De Años Luz,Soda Stereo,0,El Ultimo Concierto B,1997-12-16,0.389,0.767,4,-7.849,1,0.0334,0.0178,0.408,0.946,0.441,95.01,355933,1997,12,16,E,5.932216666666666,355.933
Good Time - Live From Spotify NYC,Owl City,0,Spotify Sessions,2012-01-01,0.458,0.692,0,-8.383,1,0.0388,0.625,0.0,0.827,0.636,121.875,204493,2012,1,1,C,3.4082166666666667,204.493
Blues Del Autobus - live,Miguel Rios,0,Rock & Rios (Remastered),2005-01-01,0.57,0.639,0,-10.002,1,0.0386,0.0827,0.0,0.94,0.39,126.559,240347,2005,1,1,C,4.0057833333333335,240.347
Don,Miranda!,0,El templo del Pop,2008-10-14,0.824,0.738,6,-5.431,1,0.0867,0.0215,0.0,0.0495,0.961,119.973,183973,2008,10,14,F#/Gb,3.066216666666667,183.973
Reina De La Noche - Live,Miguel Rios,0,Rock & Rios (Remastered),2005-01-01,0.361,0.71,9,-10.483,0,0.037,0.0136,0.0,0.948,0.464,99.55,277840,2005,1,1,A,4.6306666666666665,277.84
Never,Heart,0,Heart,1985-07-06,0.612,0.593,10,-12.187,0,0.0286,0.467,0.0,0.312,0.693,96.27,246400,1985,7,6,A#/Bb,4.1066666666666665,246.4
Al Sur De Granada - Live,Miguel Rios,0,Rock & Rios (Remastered),2005-01-01,0.551,0.866,11,-10.121,1,0.101,0.0677,1.6e-06,0.55,0.42,91.629,224427,2005,1,1,B,3.74045,224.427
Tu No Eres Para Mi,Fanny Lu,0,Dos,2008-01-01,0.859,0.907,5,-5.043,1,0.0325,0.0473,0.0,0.225,0.921,124.997,205667,2008,1,1,F,3.427783333333333,205.667
Choppaz,"Big Moe featuring D-Gotti, Noke D & D-Wreck",0,City Of Syrup,2000-06-24,0.899,0.397,11,-6.845,1,0.269,0.192,0.0,0.156,0.602,99.951,332560,2000,6,24,B,5.542666666666666,332.56
Todos Me Miran,Gloria Trevi,0,Una Rosa Blu (Deluxe Edition),2007-07-01,0.673,0.877,3,-4.43,0,0.148,0.0114,0.0,0.054,0.747,125.042,205880,2007,7,1,D#/Eb,3.4313333333333333,205.88
Stone Cold Gentleman,Ralph Tresvant,0,Ralph Tresvant (Expanded),1990-11-27,0.725,0.792,11,-9.35,0,0.0489,0.0138,0.0,0.0456,0.687,105.549,303773,1990,11,27,B,5.062883333333334,303.773
Volar Volar,Cartel De Santa,0,Sincopa,2010-05-24,0.62,0.816,1,-6.208,1,0.222,0.0185,0.00741,0.0984,0.668,179.992,293360,2010,5,24,C#/Db,4.889333333333334,293.36
#Twerkit,Busta Rhymes,0,#TWERKIT,2013-01-01,0.584,0.917,6,-4.326,0,0.49,0.152,4.61e-06,0.442,0.652,149.704,231320,2013,1,1,F#/Gb,3.8553333333333333,231.32
In The Army Now,Status Quo,0,In The Army Now,1986-10-20,0.7,0.582,9,-12.196,0,0.0239,0.0967,1.4e-05,0.105,0.915,104.66,281053,1986,10,20,A,4.684216666666667,281.053
You Take My Breath Away,Rex Smith,0,Sooner Or Later,1979-05-09,0.324,0.6,11,-7.681,1,0.0353,0.465,2.03e-05,0.36,0.281,141.418,197107,1979,5,9,B,3.2851166666666667,197.107
La Vuelta al Mundo,Aczino,0,Psicofonia,2013-02-08,0.542,0.752,9,-8.944,0,0.362,0.356,0.0,0.0415,0.593,87.276,279960,2013,2,8,A,4.6659999999999995,279.96
